央卫,#genre#
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb03]/wh7f454c46tw2917484419_-1632335828/ott.mobaibox.com/PLTV/3/224/3221227476/index.m3u8?icpid=3&RTS=1668597711&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
广西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]/wh7f454c46tw2325655923_1638953995/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8?icpid=3&RTS=1669700926&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3
贵州卫视,http://[2409:8087:2001:20:2800:0:df6e:eb08]/wh7f454c46tw2087544744_109645303/ott.mobaibox.com/PLTV/3/224/3221228136/index.m3u8?icpid=3&RTS=1669700688&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
辽宁卫视,http://[2409:8087:2001:20:2800:0:df6e:eb16]/wh7f454c46tw3102310989_-1844874138/ott.mobaibox.com/PLTV/3/224/3221227485/index.m3u8?icpid=3&RTS=1668597896&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3
重庆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]/wh7f454c46tw2787424866_142914197/ott.mobaibox.com/PLTV/3/224/3221228133/index.m3u8?icpid=3&RTS=1669701388&from=40&popid=40&hms_devid=2037&prioritypopid=40&vqe=3
黑龙江卫视,http://[2409:8087:2001:20:2800:0:df6e:eb17]/wh7f454c46tw3143044227_-926148572/ott.mobaibox.com/PLTV/3/224/3221227514/index.m3u8?icpid=3&RTS=1668597937&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3
甘肃卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw1400573680_-1979013462/ott.mobaibox.com/PLTV/3/224/3221227568/index.m3u8?icpid=3&RTS=1668600490&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
吉林卫视,http://[2409:8087:2001:20:2800:0:df6e:eb03]/wh7f454c46tw1874077489_789689702/ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8?icpid=3&RTS=1669700475&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
东南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0a]/wh7f454c46tw2900649569_-743777193/ott.mobaibox.com/PLTV/3/224/3221227670/index.m3u8?icpid=3&RTS=1669701501&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3
青海卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/wh7f454c46tw1221605145_-1738716276/ott.mobaibox.com/PLTV/3/224/3221227554/index.m3u8?icpid=3&RTS=1668600311&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
新疆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/wh7f454c46tw993550557_162751766/ott.mobaibox.com/PLTV/3/224/3221228290/index.m3u8?icpid=3&RTS=1668604377&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
加密节目_10086,#genre#
明珠台,http://8hb85846je10.vicp.fun:5000/bysid/2
TVB Plus,http://8hb85846je10.vicp.fun:5000/bysid/82
无线新闻台,http://8hb85846je10.vicp.fun:5000/bysid/83
凤凰香港,http://8hb85846je10.vicp.fun:5000/bysid/85
TVBS-新聞台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
plus即时,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
无线,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
无线,http://live.cooltv.top/tv/tvb.php?id=0
无线,http://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
翡翠,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=tvbj1
明珠,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
千禧经典台,http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
千禧经典台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
香港卫视台,http://anren.live/HK/BSJDUFpB.m3u8
HOY TV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=hoytv
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
Now星影台,http://php.jdshipin.com/TVOD/iptv.php?id=xyt
Astro AOD,http://php.jdshipin.com/TVOD/iptv.php?id=aod
星光影视,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
新视觉,http://tvbox6.icu/tv/gdmzyd.php?id=97
1905环球经典,http://php.jdshipin.com:8880/1905.php?id=1905dy2
1905环球经典,http://xxw.me0.cn/1905dy.php?id=1905a
1905极限反转,http://php.jdshipin.com:8880/1905.php?id=1905dy
1905极限反转,http://xxw.me0.cn/1905dy.php?id=1905b
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
澳门莲花,http://php.jdshipin.com:8880/amlh.php
星空卫视,http://php.jdshipin.com/TVOD/iptv.php?id=xkws
Channel [V],http://php.jdshipin.com/TVOD/iptv.php?id=v
美亚C+HD,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
美亚电影,http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
蕃薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
金砖中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
法国时尚4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
环球电视,http://zb.xzxwhcb.com:9999/hls/world.m3u8
oneTV,http://play2.one-tv.com/live/onetv.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
星空卫视,http://117.114.153.1:8180/TV00000000000000000071
凤凰中文,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8576/.m3u8
凤凰资讯,http://60.189.165.36:55555/udp/233.50.200.192:5140
大爱一套,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二套,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大立TV,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
澳亚卫视,https://live.mastvnet.com/lsdream/MSTV/1500/live.m3u8
澳门莲花,http://php.jdshipin.com:8880/amlh.php
澳视澳门,http://183.237.246.14:9931/tsfile/live/1039_1.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
港台电视33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8?$720P
港台电视33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8?$1080P
港台电视34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8?$720P
港台电视34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8?$1080P
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
合糖意专线直播,https://ha.jmied.com/aa/aa.flv?auth_key=1661958232-0-0-3d9174957759709f8b53448167c0b6f6
民视,http://ali.hlspull.yximgs.com/live/huanqiuhklivephjwfpjwvnjfdlsetfjjjjsjsftewjhvcbjjfdjuoljbms.flv
中视,http://ali.hlspull.yximgs.com/live/huanqiuhklivejphfwnmfdcjfxcvhjjwjfbfjdyujjnmfcbsfjejtyhsdjs.flv
华视,http://ali.hlspull.yximgs.com/live/huanqiuhklivepdymvcjnjjjcvbcvbjtyjjjffcfjvjftojjbvcjfednhs.flv
台视,http://ali.hlspull.yximgs.com/live/huanqiuhkliveptejfsxlvcjdewjjjpsjfvvxcjjjpfossvbxcfjjtjvxjhlts.flv
TVBS台,http://ali.hlspull.yximgs.com/live/huanqiuhklivejpjovdxjojfdejodsjxcvljjfvhnjljjjobjjjsvhjchtvbs.flv
TVBS新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivejojwhjxojhjjjlfhjljsjcnxjfvbhjdjwjfjjdsswvtvbsxw.flv
壹新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivemjfoyjvjsdvbnwejtjujjxjcvfjjsjfhfjddjjlhtbchyxw.flv
镜新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhkliveexcvjjocvuojxucfdexjpjjyxchvljxjfejhcelethjjdxw.flv
民视新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivecnbvjfhdjujjvcbnjftujscxjfjejyhjjvjfmsxw.flv
华视新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivencxtdtejhlvmjsjwjejwttyjhvcbjjjsjntjvbjugsxw.flv
中视新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivepnvjydstudjbsjcvbfjjjsjfjsjwetymjldhdujocnjsxw.flv
TVB无线新闻,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8
TVB无线新闻,http://cdn8.jdshipin.com:8880/smt.php?id=inews_twn
TVB娱乐新闻,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB星河国语,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB翡翠台,http://111.230.195.119:80/香蕉哥/tvb/hls.m3u8
TVB明珠台,http://bziyunshao.synology.me:8890/bysid/2
翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8
明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
TVBJ1,https://bcovlive-a.akamaihd.net/e360e3f9895c4fae99b133ec8dc20f01/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8
TVBJ2,http://bziyunshao.synology.me:8890/bysid/82
TVBJ2,https://ha.jmied.com/aa/aa.flv?auth_key=1661958232-0-0-3d9174957759709f8b53448167c0b6f6
亚洲武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
经典影视台,https://ali.hlspull.yximgs.com/live/asdfg32516.flv
TVBS新闻台,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
八大第1台,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合台,http://61.221.215.25:8800/hls/56/index.m3u8
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
点掌财经,https://wsvideo.aniu.tv/live/aniu/playlist.m3u8
Wion News,https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8
Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
TBS,http://143.244.60.30/TBS/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
中天新闻,http://66.165.240.154:8080/live/ztylt01/hls.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
三立新闻,http://66.165.240.154:8080/live/slxw01/hls.m3u8
星光综合,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
中天亚洲台,http://livetv.skycf.eu.org/live.m3u8?c=3
美亚C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
民视,rtmp://f13h.mine.nu/sat/tv051
